playerID,yearID,Age,PA,wOBA,next_year,wOBA2,PA2,w,delta,age_to
beninan01,2021,27.0,538.0,0.3252976185309723,2022.0,0.3179557334706618,521.0,529.3635505193579,-0.007341885060310471,28.0
beninan01,2022,28.0,521.0,0.3179557334706618,2023.0,0.2808344805824561,621.0,566.6217162872155,-0.037121252888205725,29.0
beninan01,2023,29.0,621.0,0.2808344805824561,2024.0,0.3025737181977447,522.0,567.2125984251969,0.02173923761528862,30.0
beninan01,2024,30.0,522.0,0.3025737181977447,2025.0,0.3252358629725987,469.0,494.08274470232095,0.02266214477485401,31.0
bensowi01,2023,25.0,329.0,0.3733414137768442,2024.0,0.3010481544902366,388.0,356.07252440725244,-0.07229325928660763,26.0
bensowi01,2024,26.0,388.0,0.3010481544902366,2025.0,0.3136275816783869,253.0,306.28393135725435,0.012579427188150305,27.0
bertijo01,2021,31.0,271.0,0.271870935021147,2022.0,0.2846922770522397,404.0,324.397037037037,0.012821342031092697,32.0
bertijo01,2022,32.0,404.0,0.2846922770522397,2023.0,0.3039487410810206,424.0,413.7584541062802,0.019256464028780895,33.0
bethach01,2022,31.0,333.0,0.3046199981300384,2023.0,0.2755601983275937,332.0,332.49924812030076,-0.02905979980244472,32.0
bettsmo01,2015,23.0,654.0,0.3588146078913439,2016.0,0.386738228434185,730.0,689.9132947976879,0.027923620542841088,24.0
bettsmo01,2016,24.0,730.0,0.386738228434185,2017.0,0.3463428265473237,712.0,720.8876560332872,-0.040395401886861304,25.0
bettsmo01,2017,25.0,712.0,0.3463428265473237,2018.0,0.4701748903402959,614.0,659.3785822021116,0.12383206379297224,26.0
bettsmo01,2018,26.0,614.0,0.4701748903402959,2019.0,0.3824473082719153,706.0,656.7939393939394,-0.0877275820683806,27.0
bettsmo01,2019,27.0,706.0,0.3824473082719153,2020.0,0.4052992395129902,246.0,364.8655462184874,0.022851931241074874,28.0
bettsmo01,2020,28.0,246.0,0.4052992395129902,2021.0,0.3782075998848743,550.0,339.94974874371854,-0.027091639628115893,29.0
bettsmo01,2021,29.0,550.0,0.3782075998848743,2022.0,0.3993271589607783,639.0,591.1690496215307,0.021119559075904015,30.0
bettsmo01,2022,30.0,639.0,0.3993271589607783,2023.0,0.4320198973487243,693.0,664.9054054054054,0.03269273838794601,31.0
bettsmo01,2023,31.0,693.0,0.4320198973487243,2024.0,0.3719315410863675,516.0,591.5434243176179,-0.06008835626235681,32.0
bettsmo01,2024,32.0,516.0,0.3719315410863675,2025.0,0.3123970528793731,663.0,580.3358778625955,-0.05953448820699442,33.0
bichebo01,2021,23.0,690.0,0.3534571340912271,2022.0,0.349495893603321,697.0,693.4823359769287,-0.003961240487906081,24.0
bichebo01,2022,24.0,697.0,0.349495893603321,2023.0,0.342978507320376,601.0,645.4499229583976,-0.006517386282945015,25.0
bichebo01,2023,25.0,601.0,0.342978507320376,2024.0,0.2553462516826743,336.0,431.0266808964781,-0.08763225563770172,26.0
bichebo01,2024,26.0,336.0,0.2553462516826743,2025.0,0.3587717997528576,628.0,437.77593360995854,0.10342554807018334,27.0
biggica01,2019,24.0,429.0,0.3415370996584089,2020.0,0.3554098707981792,264.0,326.85714285714283,0.013872771139770312,25.0
biggica01,2020,25.0,264.0,0.3554098707981792,2021.0,0.2897087139803935,293.0,277.74506283662475,-0.06570115681778571,26.0
biggica01,2021,26.0,293.0,0.2897087139803935,2022.0,0.3102071952216152,303.0,297.9161073825503,0.020498481241221722,27.0
biggica01,2022,27.0,303.0,0.3102071952216152,2023.0,0.3134470472358185,338.0,319.54446177847115,0.0032398520142032927,28.0
biggica01,2023,28.0,338.0,0.3134470472358185,2024.0,0.2854751892871806,222.0,267.98571428571427,-0.027971857948637935,29.0
blackch02,2015,29.0,682.0,0.3493616074208519,2016.0,0.4082366793291513,641.0,660.86470143613,0.05887507190829938,30.0
